NAME20,GEOID20,Basin_Subb,lat,lng,DAC,MHI,POP,incorporated,per_latino,exists,GSP_ID
fetters_hot_springs-agua_caliente,623973,2-002.02,38.3275093129558,-122.487150819651,0,82260,3554,0,40.3,0,101
glen_ellen,630028,2-002.02,38.3563605895931,-122.541299057549,0,250001,1214,0,2.1,1,101
kenwood,638156,2-002.02,38.4154131896214,-122.538767249586,0,90594,540,0,2,1,101
temelec,678126,2-002.02,38.2577600600962,-122.498210987306,1,56691,1915,0,0,1,101
bishop,606798,6-012.01,37.3665394586211,-118.395848935354,0,64949,3747,1,17.6,1,103
benton,605346,6-012.01,37.8189295424014,-118.4844863487,1,42708,244,0,9,1,103
big_pine,606616,6-012.01,37.1655236741384,-118.29515234933,1,54107,1373,0,9.3,1,103
cartago,611600,6-012.01,36.3122959476961,-118.026136745701,0,65556,49,0,79.6,1,103
chalfant,612594,6-012.01,37.5105093348138,-118.375082679607,1,59491,1010,0,13.9,1,103
dixon_lane-meadowcreek,619406,6-012.01,37.3863933907675,-118.415285248812,1,56339,2755,0,38.4,0,103
independence,636350,6-012.01,36.8274474631474,-118.2132472974,1,58125,761,0,17.6,1,103
keeler,637918,6-012.01,36.4867241006661,-117.873344788579,1,NA,6,0,0,1,103
lone_pine,642580,6-012.01,36.577354655463,-118.077720762811,1,34601,1484,0,46.3,1,103
mesa,647013,6-012.01,37.418959316875,-118.542407845983,0,95278,434,0,8.1,0,103
olancha,653490,6-012.01,36.270366801753,-118.001515221753,1,59808,181,0,0,1,103
paradise,655528,6-012.01,37.4828592899244,-118.602226222532,1,NA,168,0,39.3,0,103
round_valley,663148,6-012.01,37.4069654320908,-118.58174838633,1,55000,493,0,25.8,0,103
swall_meadows,677430,6-012.01,37.5060642022557,-118.642671202026,0,151818,390,0,32.6,0,103
west_bishop,684120,6-012.01,37.3570560968995,-118.454279247881,0,100000,2553,0,10.1,1,103
wilkerson,685551,6-012.01,37.2794362783515,-118.387710455662,0,78942,495,0,23.2,0,103
yucaipa,687042,8-002.07,34.0335749671403,-117.042932276431,0,73196,54358,1,34.9,1,104
redlands,659962,8-002.07,34.051197596938,-117.171197343802,0,81265,71680,1,35.5,1,104
calimesa,609864,8-002.07,33.9873459414146,-117.054223866054,1,61671,9156,1,30.8,1,104
cherry_valley,612916,8-002.07,33.9796847078851,-116.969417571118,0,70471,8026,0,22.6,1,104
oak_glen,652715,8-002.07,34.0447743457194,-116.949758982241,1,NA,307,0,2.6,1,104
hollister,634120,3-003.05,36.8556087754105,-121.398614914697,0,80670,40100,1,69.2,1,105
san_juan_bautista,668014,3-003.05,36.8449763533694,-121.536990159741,0,77500,2086,1,53.6,1,105
ridgemark,660706,3-003.05,36.8082455503319,-121.362294673377,0,121250,2572,0,21.4,1,105
tres_pinos,680364,3-003.05,36.7903864358096,-121.310578968091,0,128000,921,0,24,1,105
galt,628112,5-022.16,38.2697804764248,-121.300436065716,0,73969,26235,1,44.3,1,106
ione,636672,5-022.16,38.3613124683075,-120.942237377192,0,65481,7861,1,15.9,1,106
buena_vista,608828,5-022.16,38.2974922494136,-120.917415486384,1,47153,573,0,11,0,106
camanche_north_shore,610042,5-022.16,38.2442235327001,-120.953928525236,1,52411,1188,0,11,1,106
camanche_village,610044,5-022.16,38.2661940875725,-120.986621332545,0,133047,1344,0,5.6,1,106
clay,613854,5-022.16,38.3140436430785,-121.159601864547,0,89792,1130,0,26.3,1,106
herald,633294,5-022.16,38.2913025517612,-121.231826637751,0,71979,1049,0,17.3,1,106
rancho_murieta,659506,5-022.16,38.5085376595925,-121.071598823363,0,111827,5682,0,15.5,1,106
thornton,678568,5-022.16,38.230911262524,-121.424896899325,1,33611,903,0,49.4,1,106
wallace,683304,5-022.16,38.2039682304699,-120.960928569902,0,101745,721,0,5.1,0,106
wilton,685880,5-022.16,38.4129810028114,-121.21272427561,0,107411,5224,0,25.5,1,106
ceres,612524,5-022.03,37.5952451502431,-120.961949132431,1,59247,48355,1,62.3,1,110
hughson,634904,5-022.03,37.6021404618553,-120.866017624837,0,83231,7545,1,35,1,110
livingston,642006,5-022.03,37.3874936868125,-120.724882829753,1,58884,14392,1,74.5,1,110
turlock,680812,5-022.03,37.5052897265935,-120.858769831961,1,60799,72715,1,40.1,1,110
waterford,683612,5-022.03,37.6428676068793,-120.755344159116,1,59938,8884,1,42.5,1,110
modesto,648354,5-022.03,37.6375227257709,-121.002785994233,1,62182,214485,1,40.7,1,110
ballico,603708,5-022.03,37.4519218150828,-120.703719968538,0,116125,508,0,39.8,1,110
bret_harte,608172,5-022.03,37.6020827632036,-121.004392990651,1,33250,5020,0,88.6,0,110
bystrom,609353,5-022.03,37.6197857977852,-120.981421118612,1,34796,3763,0,76.4,0,110
cowan,616762,5-022.03,37.5601101859681,-120.988800374014,0,66082,472,0,57.2,0,110
cressey,617078,5-022.03,37.4210348432911,-120.655701937107,0,65536,243,0,47.3,0,110
delhi,618464,5-022.03,37.4306043147348,-120.775913070754,0,63475,11837,0,73.5,1,110
denair,618856,5-022.03,37.5254029634076,-120.797445455042,0,83304,5702,0,43.3,1,110
hickman,633504,5-022.03,37.619321474903,-120.751231605626,0,74063,751,0,35.2,1,110
hilmar-irwin,633861,5-022.03,37.4045482756617,-120.850438887167,0,72054,5937,0,34,0,110
keyes,638422,5-022.03,37.5573133113404,-120.911388361329,1,46250,5691,0,75.3,1,110
la_grange,639164,5-022.03,37.6634607991944,-120.463160174301,1,16875,143,0,28,1,110
monterey_park_tract,648916,5-022.03,37.5268186053902,-121.011500049254,1,NA,293,0,87,0,110
parklawn,655728,5-022.03,37.6070960333015,-120.980398500527,0,63764,1844,0,95.8,0,110
riverdale_park,661106,5-022.03,37.6029078006667,-121.042470864608,1,NA,1393,0,85.4,1,110
snelling,672408,5-022.03,37.5216498165461,-120.43846349582,1,41458,115,0,34.8,1,110
west_modesto,684578,5-022.03,37.6178086497288,-121.034567774453,1,43864,5557,0,70.8,0,110
west_sacramento,684816,5-021.65,38.5556745235672,-121.55045229794,0,73979,53574,1,32.6,1,111
folsom,624638,5-021.65,38.666757495129,-121.142170612898,0,118006,79584,1,15.7,1,111
rancho_cordova,659444,5-021.65,38.5736751189608,-121.25274868924,0,69963,74394,1,20.7,1,111
elk_grove,622020,5-021.65,38.4160548487211,-121.384165773968,0,101776,173370,1,19,1,111
sacramento,664000,5-021.65,38.5676684919918,-121.468542972562,0,65847,503482,1,28.3,1,111
arden-arcade,602553,5-021.65,38.6017272713516,-121.384503268037,1,52694,93719,0,20.7,0,111
carmichael,611390,5-021.65,38.6318385158866,-121.326301368329,0,68227,75642,0,14.5,1,111
courtland,616714,5-021.65,38.332915965573,-121.55703842186,1,59302,473,0,44,1,111
el_dorado_hills,621880,5-021.65,38.6750118774071,-121.048967983521,0,132130,47107,0,8.1,0,111
fair_oaks,623294,5-021.65,38.6504174151697,-121.24967298232,0,89217,30882,0,13.6,1,111
florin,624498,5-021.65,38.4832157942309,-121.404284968456,1,47125,48839,0,29.2,1,111
franklin,625506,5-021.65,38.3675269214524,-121.461641985644,1,NA,26,0,0,0,111
freeport,625590,5-021.65,38.4629406286057,-121.502120308104,1,NA,70,0,0,1,111
fruitridge_pocket,627130,5-021.65,38.5326181427796,-121.455819779114,1,31188,5771,0,37,0,111
gold_river,630345,5-021.65,38.626779458731,-121.248749632853,0,131164,7930,0,6,0,111
hood,634484,5-021.65,38.3692965318756,-121.515501268031,1,58571,289,0,85.5,0,111
la_riviera,640410,5-021.65,38.5682514986556,-121.354446833039,0,70855,11570,0,20.4,0,111
lemon_hill,641142,5-021.65,38.5172366498968,-121.457292155631,1,41534,15104,0,45.3,0,111
mather,646226,5-021.65,38.548838621723,-121.283167277906,0,99643,4304,0,11.4,1,111
orangevale,654092,5-021.65,38.6880997563345,-121.220881779071,0,78071,35030,0,13.5,0,111
parkway,655800,5-021.65,38.4992984918756,-121.452025590089,1,50293,16282,0,42.9,1,111
rancho_murieta,659506,5-021.65,38.5085376595925,-121.071598823363,0,111827,5682,0,15.5,1,111
rosemont,662910,5-021.65,38.5477339103843,-121.355384629127,0,73166,23755,0,20.9,1,111
vineyard,682852,5-021.65,38.4740374229257,-121.324007589181,0,92045,39800,0,20.5,1,111
walnut_grove,683374,5-021.65,38.2477760747545,-121.527981887815,0,73984,1288,0,41.8,1,111
wilton,685880,5-021.65,38.4129810028114,-121.21272427561,0,107411,5224,0,25.5,1,111
yuba_city,686972,5-021.62,39.135718773915,-121.638353165297,1,60910,66660,1,29.8,1,112
marysville,646170,5-021.62,39.1517838023258,-121.583504569351,1,47128,12467,1,31.1,0,112
live_oak,641936,5-021.62,39.278808481504,-121.662451914242,1,57551,8794,1,49.5,1,112
meridian,646926,5-021.62,39.1404438713086,-121.907913579319,1,45625,278,0,22.3,0,112
plumas_lake,657829,5-021.62,38.9844588460191,-121.563428198971,0,103832,7687,0,27.3,0,112
robbins,662168,5-021.62,38.8669871796002,-121.705634144613,0,70417,428,0,65.2,1,112
sutter,677378,5-021.62,39.1556017490938,-121.749276886048,0,79625,2789,0,15.5,1,112
elkhorn,622034,3-004.09,36.8102936419184,-121.72113794275,0,96250,998,0,30.6,0,113
prunedale,658870,3-004.09,36.8063558663184,-121.655523727634,0,94179,20560,0,52.2,1,113
gonzales,630392,3-004.02,36.5055504442516,-121.442767205752,0,69136,8348,1,92.2,1,114
salinas,664224,3-004.02,36.6882927895698,-121.631684522537,0,67914,156177,1,79.2,1,114
chualar,613364,3-004.02,36.5711178645506,-121.510308241535,1,52031,1413,0,98.4,1,114
prunedale,658870,3-004.02,36.8063558663184,-121.655523727634,0,94179,20560,0,52.2,0,114
king_city,638520,3-004.05,36.2163677648127,-121.132893740616,1,50174,13845,1,87.6,1,115
bradley,607974,3-004.05,35.8628447181645,-120.80428039701,0,71250,99,0,24.2,0,115
pine_canyon,657070,3-004.05,36.1757019710357,-121.149828131879,0,91406,2939,0,57.8,0,115
san_ardo,664476,3-004.05,36.0237042155623,-120.907319804746,0,63036,628,0,88.9,1,115
san_lucas,668140,3-004.05,36.128354140476,-121.02174469077,1,58750,415,0,86.7,1,115
gonzales,630392,3-004.04,36.5055504442516,-121.442767205752,0,69136,8348,1,92.2,1,116
greenfield,630994,3-004.04,36.3243735141088,-121.242915481622,0,64879,17565,1,91.9,1,116
soledad,672520,3-004.04,36.4431048439716,-121.34259777375,0,66234,25667,1,75,1,116
davis,618100,5-021.66,38.5552809036799,-121.737062948326,0,75394,68640,1,13.1,1,117
winters,686034,5-021.66,38.5319847132664,-121.978153788143,0,92538,7285,1,47.7,0,117
fairfield,623182,5-021.66,38.2582900476929,-122.033469991261,0,86204,116544,1,29.8,1,117
vacaville,681554,5-021.66,38.3586840679284,-121.967349536011,0,93291,99958,1,24.4,1,117
isleton,636882,5-021.66,38.1617168067022,-121.605272140529,1,34500,495,1,40.2,1,117
antioch,602252,5-021.66,37.9786962203167,-121.796003377144,0,80234,111468,1,34.5,0,117
dixon,619402,5-021.66,38.4469206042169,-121.824992936599,0,79465,20106,1,41.3,1,117
rio_vista,660984,5-021.66,38.1764890307555,-121.702438643356,0,69883,9407,1,16.9,1,117
allendale,600996,5-021.66,38.4426638933253,-121.981424407009,0,103611,1429,0,4,1,117
elmira,622146,5-021.66,38.3523337652309,-121.907732299637,1,62010,234,0,22.6,1,117
hartley,632340,5-021.66,38.4202751703695,-121.952235918812,0,123173,2655,0,17.7,0,117
university_of_california-davis,681302,5-021.66,38.5377088909975,-121.757912750551,1,21230,9031,0,19.5,0,117
walnut_grove,683374,5-021.66,38.2477760747545,-121.527981887815,0,73984,1288,0,41.8,1,117
san_luis_obispo,668154,3-009,35.2669063405062,-120.669028438293,1,58546,47402,1,18.8,1,118
california_polytechnic_state_university,609835,3-009,35.3053359768615,-120.665540503255,0,166500,7713,0,15.1,1,118
edna,621565,3-009,35.2107907112177,-120.605980130931,0,137568,408,0,0,1,118
los_ranchos,644242,3-009,35.2104280287012,-120.629511335816,0,198056,1675,0,16.5,0,118
lake_elsinore,639486,8-004.01,33.6846847836204,-117.334458461852,0,74490,64201,1,51,1,119
wildomar,685446,8-004.01,33.6173071268773,-117.258240892542,0,76791,36091,1,40,1,119
canyon_lake,610928,8-004.01,33.6884791106416,-117.262092559987,0,107868,11237,1,12.3,0,119
lakeland_village,639598,8-004.01,33.6479494380474,-117.370606084795,1,59440,12362,0,61.8,0,119
temescal_valley,678138,8-004.01,33.7580632082597,-117.467695037526,0,102179,28420,0,35.2,0,119
warm_springs,683460,8-004.01,33.7066857785504,-117.334265364381,1,51972,1445,0,56.5,1,119
brentwood,608142,5-022.19,37.935585567085,-121.71898136605,0,113298,63013,1,24.1,1,120
antioch,602252,5-022.19,37.9786962203167,-121.796003377144,0,80234,111468,1,34.5,1,120
pittsburg,657456,5-022.19,38.0182035577722,-121.89646749641,0,83163,71723,1,43.3,1,120
oakley,653070,5-022.19,37.992952861995,-121.695169462713,0,103552,41656,1,32.6,1,120
bethel_island,606210,5-022.19,38.0288842187743,-121.640381065713,1,62019,2015,0,30.7,1,120
byron,609346,5-022.19,37.8756498625609,-121.642136694586,0,79750,2057,0,34,1,120
discovery_bay,619339,5-022.19,37.9062859288002,-121.599012418592,0,129004,15904,0,16.7,0,120
knightsen,638772,5-022.19,37.9632760221384,-121.651098864239,0,116979,1100,0,35.5,1,120
banning,603820,7-021.04,33.9460430098348,-116.899247861973,1,43442,30276,1,47,1,121
cabazon,609360,7-021.04,33.9127273144736,-116.782839590161,1,44615,2271,0,45,1,121
cherry_valley,612916,7-021.04,33.9796847078851,-116.969417571118,0,70471,8026,0,22.6,0,121
whitewater,685208,7-021.04,33.9355925571045,-116.687223950839,1,46875,1166,0,49.7,0,121
stockton,675000,5-022.15,37.9765193666096,-121.310931427352,1,58393,311103,1,43.5,1,122
lathrop,640704,5-022.15,37.809006737559,-121.313138673064,0,90179,23863,1,40.1,1,122
manteca,645484,5-022.15,37.7927484820427,-121.226377039475,0,76846,81078,1,40.4,1,122
tracy,680238,5-022.15,37.726896273394,-121.452295492695,0,95741,91462,1,42.1,1,122
discovery_bay,619339,5-022.15,37.9062859288002,-121.599012418592,0,129004,15904,0,16.7,0,122
french_camp,626028,5-022.15,37.8802693994692,-121.280322814553,1,53966,3641,0,62.3,0,122
mountain_house,649582,5-022.15,37.7673082074198,-121.544947802749,0,161086,21387,0,13.2,1,122
stallion_springs,673868,5-022.18,35.0922419873576,-118.65864135561,0,64028,2996,0,21.6,1,123
napa,650258,2-002.01,38.2974815966497,-122.301086489989,0,85953,78294,1,39.9,1,124
st._helena,664140,2-002.01,38.5062717187916,-122.468176058629,0,103452,6049,1,20.6,0,124
calistoga,609892,2-002.01,38.5817997544004,-122.582434424021,0,70954,5346,1,40.1,1,124
yountville,686930,2-002.01,38.3963824433545,-122.367079238217,0,65519,3001,1,21.7,1,124
deer_park,618324,2-002.01,38.5360697958353,-122.467923822457,0,81607,772,0,12.2,0,124
oakville,653196,2-002.01,38.4383776319118,-122.406786159621,1,NA,74,0,100,1,124
rutherford,663400,2-002.01,38.4567902980801,-122.423149655418,0,100750,100,0,58,1,124
loyalton,644364,5-012.01,39.6768598261573,-120.24482422662,0,62969,1065,1,12.6,1,125
beckwourth,604772,5-012.01,39.8485369359018,-120.411060462078,0,101273,388,0,7.2,1,125
calpine,610004,5-012.01,39.6632990434996,-120.44355632414,0,90536,164,0,0,1,125
chilcoot-vinton,613077,5-012.01,39.806752693211,-120.138875252169,1,NA,340,0,0,0,125
sattley,670336,5-012.01,39.6265097461424,-120.435629927872,1,NA,73,0,0,1,125
sierra_brooks,671774,5-012.01,39.6425979795248,-120.215402028387,1,53804,441,0,10,1,125
sierraville,671848,5-012.01,39.5750491473958,-120.363799223691,1,NA,166,0,61.4,1,125
kelseyville,638044,5-015,38.9704736258461,-122.832774762628,1,42937,3657,0,51.3,1,127
marina,645778,3-004.10,36.6835280654275,-121.791663076874,0,73115,21966,1,28.2,0,128
seaside,670742,3-004.10,36.6224009213968,-121.820403978693,0,68399,34063,1,44.8,1,128
santa_monica,670000,4-011.01,34.0090918948734,-118.50260935893,0,98300,91600,1,16.1,1,129
beverly_hills,606308,4-011.01,34.0785672507931,-118.402129099184,0,101241,33709,1,6.1,1,129
los_angeles,644000,4-011.01,34.1071848940138,-118.411344401435,0,65290,3973278,1,48.1,1,129
culver_city,617568,4-011.01,34.0057905562716,-118.396840755618,0,97540,38913,1,20.2,1,129
ladera_heights,639108,4-011.01,33.9971867264519,-118.37401616321,0,100714,6419,0,6.4,1,129
marina_del_rey,645806,4-011.01,33.976497579481,-118.448610160842,0,120437,10065,0,7,1,129
ojai,653476,4-002,34.4487135659726,-119.247002568052,0,75653,7613,1,16.8,1,130
meiners_oaks,646702,4-002,34.4553540047938,-119.270177333654,0,90294,3697,0,15.6,0,130
santa_clarita,669088,4-004.07,34.4174981869695,-118.496409573579,0,100932,212519,1,34,1,131
castaic,611796,4-004.07,34.4817850717454,-118.631658586158,0,120574,18479,0,27.8,1,131
hasley_canyon,632385,4-004.07,34.4817814179602,-118.666591321957,0,104063,1433,0,19.3,0,131
stevenson_ranch,674130,4-004.07,34.3893912405488,-118.588352922919,0,136262,18980,0,19.6,1,131
val_verde,681967,4-004.07,34.4504277708606,-118.671796711902,0,92526,3261,0,66.1,1,131
rohnert_park,662546,2-001,38.3479407770271,-122.696452717905,0,77831,42559,1,27.1,1,132
petaluma,656784,2-001,38.2422847967867,-122.626628033867,0,92762,60865,1,21.7,1,132
black_point-green_point,606982,2-001,38.112030808152,-122.519074202355,0,204231,1738,0,6.2,0,132
penngrove,656476,2-001,38.3006236097343,-122.670653408436,0,83289,2368,0,26.2,1,132
atascadero,603064,3-004.11,35.4826960893255,-120.685740210841,0,79620,30444,1,19.6,1,133
el_paso_de_robles_(paso_robles),622300,3-004.11,35.6394546216364,-120.655989511187,0,69297,31480,1,34.1,0,133
garden_farms,628210,3-004.11,35.4157865708913,-120.614046800019,0,70809,418,0,19.4,0,133
santa_margarita,669182,3-004.11,35.3894313901348,-120.608170932356,1,NA,1025,0,9.5,1,133
templeton,678162,3-004.11,35.5560297128961,-120.718176743518,0,92083,7965,0,12.2,1,133
red_bluff,659892,5-021.54,40.173472273093,-122.241280926778,1,37326,14091,1,17.9,1,134
healdsburg,633056,1-055.01,38.6225338647076,-122.86514766311,0,89239,11924,1,26,1,136
windsor,685922,1-055.01,38.5422882690375,-122.808815566188,0,117533,27635,1,33.4,1,136
cotati,616560,1-055.01,38.3278849001616,-122.709185683008,0,86982,7487,1,22.3,1,136
rohnert_park,662546,1-055.01,38.3479407770271,-122.696452717905,0,77831,42559,1,27.1,1,136
sebastopol,670770,1-055.01,38.400008137279,-122.827600135758,0,83856,7664,1,12.7,1,136
santa_rosa,670098,1-055.01,38.4457995045699,-122.706728611893,0,80472,178391,1,32.7,1,136
fulton,628014,1-055.01,38.4937142829475,-122.773430163812,1,NA,413,0,50.4,0,136
larkfield-wikiup,640426,1-055.01,38.5129773415229,-122.753615132947,0,82628,8080,0,32.4,0,136
sonoma_state_university,672654,1-055.01,38.340569826868,-122.672897341001,1,NA,1407,0,37.2,1,136
cottonwood,616630,5-006.01,40.3902920730631,-122.315643880124,0,65335,5435,0,10.4,1,137
lake_california,639460,5-006.01,40.3607880485133,-122.210291953238,0,74091,3276,0,18.1,0,137
big_bear_lake,606434,8-009,34.2429009562724,-116.895277467677,1,54896,5302,1,31.4,0,138
big_bear_city,606406,8-009,34.2536336742207,-116.790326415407,1,50069,12621,0,23.7,1,138
los_molinos,644140,5-021.56,40.0270076202421,-122.09812756408,1,42656,1924,0,41.6,1,139
vina,682786,5-021.56,39.9341854326743,-122.051719641903,1,NA,212,0,17.9,1,139
red_bluff,659892,5-021.50,40.173472273093,-122.241280926778,1,37326,14091,1,17.9,1,140
tehama,678106,5-021.50,40.0217813356614,-122.126914293597,1,45625,503,1,26.8,1,140
bend,605276,5-021.50,40.2560227526388,-122.209590978751,1,NA,425,0,20.7,1,140
flournoy,624568,5-021.50,39.928342832847,-122.445804276255,1,58750,161,0,25.5,1,140
gerber,629392,5-021.50,40.0614226517617,-122.148214614136,1,NA,1084,0,67.2,1,140
las_flores,640536,5-021.50,40.0721461354131,-122.157325769615,1,61250,217,0,20.7,0,140
los_molinos,644140,5-021.50,40.0270076202421,-122.09812756408,1,42656,1924,0,41.6,1,140
proberta,658814,5-021.50,40.0761624950502,-122.177622167921,1,NA,36,0,33.3,1,140
rancho_tehama_reserve,659604,5-021.50,40.0010522780258,-122.441912515827,1,41875,1750,0,43.1,1,140
richfield,660592,5-021.50,39.973806446533,-122.173247211328,1,46250,341,0,49.6,0,140
chino_hills,613214,8-002.03,33.9508383666512,-117.725415016479,0,104661,82800,1,27.5,1,144
chino,613210,8-002.03,33.9836489268955,-117.665374358885,0,85659,89170,1,52.8,0,144
perris,656700,8-002.03,33.7898530269725,-117.223344915326,0,66926,77708,1,80.2,0,144
ontario,653896,8-002.03,34.0392830286767,-117.606427400599,0,67357,178194,1,70,0,144
eastvale,621230,8-002.03,33.9616984107859,-117.580277864489,0,127881,65766,1,40.1,0,144
fontana,624680,8-002.03,34.0967889249855,-117.459894688682,0,75681,212704,1,68.5,0,144
murrieta,650076,8-002.03,33.5719615424971,-117.190909959342,0,91654,114066,1,32.5,0,144
colton,614890,8-002.03,34.053764824157,-117.325449904843,1,56762,54215,1,73.1,0,144
riverside,662000,8-002.03,33.9381248368312,-117.394885878172,0,72738,327569,1,53.6,1,144
moreno_valley,649270,8-002.03,33.9244022771573,-117.20456985593,0,70385,208751,1,59.8,0,144
corona,616350,8-002.03,33.8616044672514,-117.564903086216,0,88434,168112,1,47.9,1,144
lake_elsinore,639486,8-002.03,33.6846847836204,-117.334458461852,0,74490,64201,1,51,0,144
norco,651560,8-002.03,33.92521962308,-117.549885648085,0,106370,27021,1,33.6,0,144
menifee,646842,8-002.03,33.6909555369087,-117.184909716,0,76824,92968,1,37.5,0,144
wildomar,685446,8-002.03,33.6173071268773,-117.258240892542,0,76791,36091,1,40,0,144
canyon_lake,610928,8-002.03,33.6884791106416,-117.262092559987,0,107868,11237,1,12.3,0,144
temecula,678120,8-002.03,33.4927752415749,-117.131469627787,0,98631,113117,1,30.1,0,144
jurupa_valley,637692,8-002.03,34.0010372032651,-117.470536321721,0,77787,106646,1,71.4,0,144
coronita,616420,8-002.03,33.8759139058622,-117.610981640979,0,104007,3968,0,57.9,0,144
el_cerrito,621810,8-002.03,33.8396037463927,-117.522247447229,0,100708,5269,0,49.6,0,144
el_sobrante,622457,8-002.03,33.8724688712813,-117.462529966126,0,130147,13096,0,27.3,0,144
good_hope,630410,8-002.03,33.770628599616,-117.27719263913,1,43722,8431,0,90.3,0,144
highgrove,633574,8-002.03,34.0105802863544,-117.309851373349,0,80897,6201,0,63.2,0,144
home_gardens,634302,8-002.03,33.8783563588789,-117.511561332044,0,67716,12027,0,72.9,0,144
lakeland_village,639598,8-002.03,33.6479494380474,-117.370606084795,1,59440,12362,0,61.8,0,144
lake_mathews,639645,8-002.03,33.8249713674986,-117.368351800835,0,103167,7389,0,33.9,0,144
march_arb,645680,8-002.03,33.8888669942868,-117.277668406223,0,76065,1236,0,23.9,0,144
meadowbrook,646520,8-002.03,33.7253200291004,-117.285129399285,1,49375,4208,0,68.4,0,144
mead_valley,646646,8-002.03,33.8333229921613,-117.285231660481,0,66708,20817,0,77.3,0,144
rainbow,659248,8-002.03,33.4098541688482,-117.139450342634,0,65694,2211,0,29.6,0,144
temescal_valley,678138,8-002.03,33.7580632082597,-117.467695037526,0,102179,28420,0,35.2,0,144
warm_springs,683460,8-002.03,33.7066857785504,-117.334265364381,1,51972,1445,0,56.5,0,144
woodcrest,686244,8-002.03,33.8789311856629,-117.368625939277,0,111571,18719,0,41.4,0,144
coalinga,614274,5-022.10,36.1421647841877,-120.32440300328,1,62420,17252,1,62,1,145
san_dimas,666070,4-013,34.1081918383774,-117.808999590994,0,90234,33812,1,33,1,149
pomona,658072,4-013,34.0584873511186,-117.762621026404,1,62407,151124,1,71.4,1,149
industry,636490,4-013,34.0174304270322,-117.926586473322,0,87727,264,1,61.4,0,149
diamond_bar,619192,4-013,33.9991670782619,-117.816132427434,0,100723,55870,1,18.4,0,149
bakersfield,603526,5-022.14,35.352937339995,-119.035931369141,0,65687,379879,1,51.1,1,150
arvin,602924,5-022.14,35.1943671537833,-118.830581131451,1,39750,21220,1,94,1,150
taft,677574,5-022.14,35.1267000455869,-119.424213810875,1,46980,9189,1,33.1,0,150
bear_valley_springs,604734,5-022.14,35.1739882166833,-118.653173454031,0,73194,5291,0,14,0,150
di_giorgio,619248,5-022.14,35.2491233155713,-118.844165946065,1,22125,398,0,100,0,150
east_niles,620903,5-022.14,35.3682775181489,-118.922474126562,1,41162,29885,0,79.1,1,150
edison,621544,5-022.14,35.3473180104765,-118.869838001147,1,NA,109,0,0,1,150
edmundson_acres,621558,5-022.14,35.2273009174611,-118.823264371707,1,60694,341,0,74.8,0,150
fuller_acres,627190,5-022.14,35.302258733709,-118.914307761814,1,34539,634,0,89.4,0,150
hillcrest,633689,5-022.14,35.3789751498768,-118.957865846769,1,50279,11801,0,76.8,0,150
keene,637946,5-022.14,35.2335764277207,-118.609899122882,0,89115,257,0,16,0,150
lamont,640088,5-022.14,35.2659347151446,-118.915958444831,1,42948,14724,0,93.8,1,150
mettler,647164,5-022.14,35.0635682968163,-118.972992370953,1,48750,115,0,95.7,1,150
potomac_park,658471,5-022.14,35.3635362395272,-118.965002760117,1,40129,10833,0,90.6,0,150
tarina,677934,5-022.14,35.3807050284952,-118.817100251721,1,NA,0,0,NA,0,150
weedpatch,683863,5-022.14,35.2368597591146,-118.912360767583,1,18943,2879,0,93.7,0,150
santa_barbara,669070,3-049,34.3998060924111,-119.713089904527,0,81618,90911,1,36.7,1,155
montecito,648844,3-049,34.4189226867765,-119.632908613157,0,181316,8210,0,10.4,1,155
summerland,675714,3-049,34.401748416255,-119.594795934263,0,108633,745,0,0,1,155
toro_canyon,679529,3-049,34.4221805045786,-119.558069606626,0,119286,1918,0,27.3,1,155
thousand_oaks,678582,4-007,34.1913557563779,-118.875586639351,0,108377,127648,1,17.8,1,156
santa_rosa_valley,670130,4-007,34.2459072467724,-118.901795196206,0,150417,2721,0,1.8,1,156
